,well id,well name,analysis date,formation,sample depth,kmax,kmax-h,k90,kvert,porosity,grain density,bulk density,lithology description
1064,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3162.76,20.2,7.47,6.39,0.45,0.014,2820.0,2780.0,"few,sv,frac"
1065,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3162.76,20.2,7.47,6.39,0.45,0.014,2820.0,2780.0,"few,sv,frac"
1066,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3162.76,20.2,7.47,6.39,0.45,0.014,2820.0,2780.0,"few,sv,frac"
1067,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4016.35,9.17,1.93,6.35,1.25,0.044,2850.0,2730.0,"dol,intgran,ppv,sv,anhy"
1068,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3945.91,6.77,1.62,6.35,1.98,0.033,2810.0,2710.0,"dol,intgran,ppv,sv,anhy,carb"
1071,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1612.27,8.34,5.09,6.22,0.22,0.009,2710.0,2690.0,"intgran,sty,hfrac"
1072,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4174.94,12.8,5.5,6.2,0.53,0.018,2820.0,2770.0,"few,sv,frac"
1073,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4390.25,11.5,1.72,6.2,0.58,0.014,2840.0,2800.0,"few,sv,ppv,vfrac,hfrac"
1074,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4390.25,11.5,1.72,6.2,0.58,0.014,2840.0,2800.0,"few,sv,ppv,vfrac,hfrac"
1075,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4326.45,9.63,2.6,6.16,0.49,0.045,2820.0,2690.0,"intgran,few,ppv,frac"
1076,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4014.58,9.03,1.35,6.16,1.12,0.04,2850.0,2730.0,"dol,intgran,ppv,sv,anhy"
1077,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3738.89,13.6,4.62,6.12,,0.025,2900.0,2830.0,sv f
1078,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3729.25,43.4,7.81,6.1,0.31,0.021,2850.0,2790.0,"dol,intgran,ppv,sv,frac"
1079,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4389.42,19.8,5.35,6.1,1.03,0.013,2840.0,2820.0,"few,ppv,hfrac,vfrac"
1080,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4389.42,19.8,5.35,6.1,1.03,0.013,2840.0,2820.0,"few,ppv,hfrac,vfrac"
1081,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4385.46,6.71,1.61,6.09,5.37,0.02,2840.0,2780.0,"sv,ppv"
1082,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4385.46,6.71,1.61,6.09,5.37,0.02,2840.0,2780.0,"sv,ppv"
1083,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3268.37,9.24,3.42,6.07,0.4,0.014,2850.0,2810.0,"ppv,intgran,hfrac,sty"
1084,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3268.37,9.24,3.42,6.07,0.4,0.014,2850.0,2810.0,"ppv,intgran,hfrac,sty"
1085,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3268.37,9.24,3.42,6.07,0.4,0.014,2850.0,2810.0,"ppv,intgran,hfrac,sty"
1086,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3753.88,32.0,5.12,6.05,0.32,0.043,2850.0,2730.0,"dol,intgran,ppv,sv,lv,frac"
1087,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4016.14,7.4,1.55,6.05,0.81,0.028,2850.0,2770.0,"dol,intgran,ppv,sv,anhy"
1088,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3076.01,7.43,1.56,6.0,2.25,0.044,2800.0,2680.0,"lv,sv,ppv,hfrac,sty"
1089,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3076.01,7.43,1.56,6.0,2.25,0.044,2800.0,2680.0,"lv,sv,ppv,hfrac,sty"
1090,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3076.01,7.43,1.56,6.0,2.25,0.044,2800.0,2680.0,"lv,sv,ppv,hfrac,sty"
1091,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3270.02,44.55,16.48,5.93,1.66,0.026,2850.0,2770.0,"sv,ppv,hfrac,sty"
1092,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3270.02,44.55,16.48,5.93,1.66,0.026,2850.0,2770.0,"sv,ppv,hfrac,sty"
1093,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3270.02,44.55,16.48,5.93,1.66,0.026,2850.0,2770.0,"sv,ppv,hfrac,sty"
1094,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3797.96,7.34,2.5,5.92,3.08,0.026,2850.0,2770.0,sv f
1095,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3313.54,59.0,17.7,5.88,15.7,0.009,2840.0,2810.0,"few,ppv,frac"
1096,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3313.54,59.0,17.7,5.88,15.7,0.009,2840.0,2810.0,"few,ppv,frac"
1097,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3313.54,59.0,17.7,5.88,15.7,0.009,2840.0,2810.0,"few,ppv,frac"
1098,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4003.09,9.44,1.42,5.87,1.34,0.055,2840.0,2680.0,"dol,intgran,ppv,sv,anhy"
1099,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1620.71,18.91,7.0,5.84,12.84,0.017,2850.0,2810.0,"few,sv,hfrac,vfrac"
1100,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4011.14,9.78,2.35,5.81,0.15,0.031,2860.0,2770.0,"dol,intgran,ppv,sv,anhy"
1101,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3113.07,7.6,2.58,5.8,1.5,0.013,,,"dol,calc,rfrac"
1102,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3113.07,7.6,2.58,5.8,1.5,0.013,,,"dol,calc,rfrac"
1103,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3113.07,7.6,2.58,5.8,1.5,0.013,,,"dol,calc,rfrac"
1104,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3945.61,6.15,1.84,5.79,0.85,0.025,2750.0,2690.0,"dol,intgran,ppv,sv,anhy,carb"
1105,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3740.41,10.3,2.78,5.76,0.05,0.015,2850.0,2810.0,sv f
1106,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,10/28/1969,Dnahanni,4136.07,12.57,3.77,5.68,,0.015,2780.0,2730.0,"intgran,hfrac"
1107,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3577.89,7.27,2.47,5.67,0.52,0.055,2750.0,2600.0,sv ppv f
1108,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3569.73,27.3,8.19,5.6,0.11,0.041,2830.0,2710.0,sv f
1109,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1619.28,10.69,2.57,5.6,0.56,0.036,2840.0,2740.0,"lv,sv,sty"
1110,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3311.56,5.85,1.75,5.57,0.21,0.008,2800.0,2770.0,"few,sv,frac"
1111,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3311.56,5.85,1.75,5.57,0.21,0.008,2800.0,2770.0,"few,sv,frac"
1112,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3311.56,5.85,1.75,5.57,0.21,0.008,2800.0,2770.0,"few,sv,frac"
1114,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3662.74,2250.0,855.0,5.54,214.0,0.044,2710.0,2590.0,"dol,intgran,ppv,sv,lv,sdy,vfrac"
1115,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3669.77,12.5,3.88,5.54,0.19,0.01,2730.0,2700.0,"dol,intgran,ppv,sv,sdy,frac"
1116,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3912.35,7.06,1.48,5.54,0.85,0.012,2770.0,2730.0,"dol,intgran,ppv,sv,anhy,carb"
1117,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3267.76,9.38,2.81,5.53,0.72,0.019,2840.0,2790.0,"few,sv,intgran,hfrac,vfrac"
1118,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3267.76,9.38,2.81,5.53,0.72,0.019,2840.0,2790.0,"few,sv,intgran,hfrac,vfrac"
1119,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3267.76,9.38,2.81,5.53,0.72,0.019,2840.0,2790.0,"few,sv,intgran,hfrac,vfrac"
1122,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3313.85,8.07,2.42,5.5,0.18,0.012,2830.0,2790.0,"ppv,frac"
1123,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3313.85,8.07,2.42,5.5,0.18,0.012,2830.0,2790.0,"ppv,frac"
1124,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3313.85,8.07,2.42,5.5,0.18,0.012,2830.0,2790.0,"ppv,frac"
1125,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3924.39,5.69,1.37,5.5,1.8,0.055,2780.0,2630.0,"dol,intgran,ppv,sv,anhy,carb"
1126,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3924.94,7.53,2.03,5.49,1.51,0.036,2840.0,2740.0,"dol,intgran,ppv,sv,anhy"
1127,300N196040123450,AMOCO FLETT N-19,11/4/1969,Dnahanni,1453.9,5.58,2.57,5.44,,0.029,2720.0,2650.0,few ppv calcite
1128,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3082.2,45.36,18.14,5.43,16.16,0.042,2850.0,2730.0,"sv,ppv,vfrac,sty"
1129,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3082.2,45.36,18.14,5.43,16.16,0.042,2850.0,2730.0,"sv,ppv,vfrac,sty"
1130,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3082.2,45.36,18.14,5.43,16.16,0.042,2850.0,2730.0,"sv,ppv,vfrac,sty"
1131,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3087.72,6.17,2.1,5.43,2.29,0.023,2830.0,2760.0,"sv,ppv,hfrac,sty"
1132,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3087.72,6.17,2.1,5.43,2.29,0.023,2830.0,2760.0,"sv,ppv,hfrac,sty"
1133,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3087.72,6.17,2.1,5.43,2.29,0.023,2830.0,2760.0,"sv,ppv,hfrac,sty"
1134,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4039.48,11.5,3.68,5.4,2.31,0.045,2860.0,2730.0,"dol,intgran,ppv,sv,frac"
1135,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3903.3,11.6,3.13,5.38,1.76,0.055,2880.0,2720.0,"dol,intgran,ppv,sv,anhy"
1136,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3880.26,7.0,2.1,5.37,1.05,0.055,3320.0,3140.0,lv sv pp a
1137,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3806.31,5.47,1.48,5.36,1.89,0.033,2860.0,2760.0,sv f
1141,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4556.09,20.8,4.99,5.32,0.46,0.015,2850.0,2810.0,"few,sv,ppv,hfrac"
1142,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4556.09,20.8,4.99,5.32,0.46,0.015,2850.0,2810.0,"few,sv,ppv,hfrac"
1143,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3233.9,12.6,3.78,5.31,0.19,0.024,2830.0,2760.0,"few,sv,frac"
1144,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3233.9,12.6,3.78,5.31,0.19,0.024,2830.0,2760.0,"few,sv,frac"
1145,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3233.9,12.6,3.78,5.31,0.19,0.024,2830.0,2760.0,"few,sv,frac"
1146,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3145.66,5.72,2.12,5.31,0.34,0.072,2830.0,2630.0,"lv,sv,ppv"
1147,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3145.66,5.72,2.12,5.31,0.34,0.072,2830.0,2630.0,"lv,sv,ppv"
1148,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3145.66,5.72,2.12,5.31,0.34,0.072,2830.0,2630.0,"lv,sv,ppv"
1149,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4385.95,15.1,3.62,5.3,,0.025,2840.0,2770.0,"sv,ppv"
1150,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4385.95,15.1,3.62,5.3,,0.025,2840.0,2770.0,"sv,ppv"
1151,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3238.35,8.87,2.66,5.29,0.29,0.056,2830.0,2670.0,"lv,few,sv"
1152,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3238.35,8.87,2.66,5.29,0.29,0.056,2830.0,2670.0,"lv,few,sv"
1153,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3238.35,8.87,2.66,5.29,0.29,0.056,2830.0,2670.0,"lv,few,sv"
1154,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4158.97,6.1,2.01,5.27,0.05,0.015,2870.0,2830.0,"dol,intgran,frac"
1155,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4385.71,8.15,1.96,5.26,1.79,0.023,2830.0,2770.0,"lv,sv"
1156,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4385.71,8.15,1.96,5.26,1.79,0.023,2830.0,2770.0,"lv,sv"
1157,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3086.62,10.67,5.23,5.23,0.08,0.017,2840.0,2790.0,"sv,ppv,hfrac,sty"
1158,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3086.62,10.67,5.23,5.23,0.08,0.017,2840.0,2790.0,"sv,ppv,hfrac,sty"
1159,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3086.62,10.67,5.23,5.23,0.08,0.017,2840.0,2790.0,"sv,ppv,hfrac,sty"
1160,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3725.2,11.2,2.46,5.21,1.43,0.043,2850.0,2730.0,"dol,intgran,ppv,sv,lv,frac"
1161,300E136110123450,PAN AMERICAN A-1 MATTSON CREEK NO.1(E-13),9/26/1961,Dnahanni,644.1,7.3,1.97,5.2,4.4,0.053,,,"rc,vug,sl,intgran"
1162,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4015.25,11.6,3.48,5.18,2.02,0.055,2850.0,2700.0,"dol,intgran,ppv,sv,anhy"
1163,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3941.43,5.86,1.76,5.16,0.9,0.032,2760.0,2850.0,"dol,intgran,ppv,sv,anhy,carb"
1164,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4391.47,21.5,6.45,5.15,0.11,0.031,2840.0,2760.0,"lv,sv,ppv,sty"
1165,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4391.47,21.5,6.45,5.15,0.11,0.031,2840.0,2760.0,"lv,sv,ppv,sty"
1166,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3801.53,8.0,1.92,5.15,1.09,0.035,2860.0,2760.0,sv f
1167,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3144.74,7.59,2.58,5.15,1.37,0.051,2840.0,2690.0,"few,lv,sv,ppv,frac"
1168,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3144.74,7.59,2.58,5.15,1.37,0.051,2840.0,2690.0,"few,lv,sv,ppv,frac"
1169,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3144.74,7.59,2.58,5.15,1.37,0.051,2840.0,2690.0,"few,lv,sv,ppv,frac"
1170,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3078.94,5.53,1.49,5.15,0.98,0.023,2850.0,2780.0,"sv,ppv,hfrac,sty"
1171,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3078.94,5.53,1.49,5.15,0.98,0.023,2850.0,2780.0,"sv,ppv,hfrac,sty"
1172,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3078.94,5.53,1.49,5.15,0.98,0.023,2850.0,2780.0,"sv,ppv,hfrac,sty"
1173,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4467.45,65.4,11.77,5.1,1.79,0.009,2830.0,2810.0,"sv,hfrac,vfrac"
1174,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4467.45,65.4,11.77,5.1,1.79,0.009,2830.0,2810.0,"sv,hfrac,vfrac"
1175,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3109.26,8.7,1.83,5.1,0.8,0.022,,,"dol,calc,occ,vug,xl,rfrac"
1176,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3109.26,8.7,1.83,5.1,0.8,0.022,,,"dol,calc,occ,vug,xl,rfrac"
1177,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3109.26,8.7,1.83,5.1,0.8,0.022,,,"dol,calc,occ,vug,xl,rfrac"
1178,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4248.0,5.1,1.89,5.1,0.52,0.009,2820.0,2800.0,"scat,sv,frac"
1179,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4004.22,5.4,0.81,5.03,1.23,0.035,2870.0,2770.0,"dol,intgran,ppv,sv,anhy"
1180,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3270.38,7.75,3.1,5.02,0.93,0.016,2850.0,2810.0,"intgran,hfrac"
1181,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3270.38,7.75,3.1,5.02,0.93,0.016,2850.0,2810.0,"intgran,hfrac"
1182,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3270.38,7.75,3.1,5.02,0.93,0.016,2850.0,2810.0,"intgran,hfrac"
1183,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1617.09,6.83,4.17,5.01,0.05,0.009,2730.0,2700.0,"intgran,sty,hfrac"
1184,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3941.28,9.7,2.62,5.0,0.48,0.019,2860.0,2800.0,"intgran,frac"
1185,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3941.28,9.7,2.62,5.0,0.48,0.019,2860.0,2800.0,"intgran,frac"
1186,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3941.28,9.7,2.62,5.0,0.48,0.019,2860.0,2800.0,"intgran,frac"
1187,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,3941.28,9.7,2.62,5.0,0.48,0.019,2860.0,2800.0,i. f.
1188,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3901.41,7.96,3.18,4.98,2.03,0.029,2740.0,2660.0,"dol,intgran,ppv,sv,anhy,carb"
1189,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,4015.8,13.9,2.5,4.92,1.67,0.049,2860.0,2710.0,"dol,intgran,ppv,sv,ls,anhy"
1190,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4187.4,12.3,6.77,4.91,,0.007,2830.0,2810.0,"dns,sty,frac"
1192,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3796.68,8.97,2.69,4.89,0.74,0.032,2860.0,2760.0,sv f
1193,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3277.12,30.6,10.4,4.88,1.67,0.039,2840.0,2730.0,"lv,sv,hfrac"
1194,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3277.12,30.6,10.4,4.88,1.67,0.039,2840.0,2730.0,"lv,sv,hfrac"
1195,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3277.12,30.6,10.4,4.88,1.67,0.039,2840.0,2730.0,"lv,sv,hfrac"
1196,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3805.49,7.98,2.39,4.87,3.17,0.029,2860.0,2780.0,sv f
1197,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3938.08,5.92,1.42,4.87,0.82,0.043,2750.0,2630.0,"dol,intgran,ppv,sv,anhy,carb"
1198,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3942.53,5.8,1.97,4.86,0.42,0.023,2790.0,2720.0,"dol,intgran,ppv,sv,anhy,carb"
1199,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3754.28,10.6,4.56,4.82,1.59,0.025,2860.0,2790.0,sv f
1200,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3929.09,11.8,3.19,4.73,1.02,0.034,2730.0,2630.0,"dol,intgran,ppv,anhy,carb"
1201,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3927.23,5.07,1.72,4.73,1.51,0.041,2690.0,2580.0,"dol,intgran,ppv,sv,anhy,carb"
1202,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3882.36,4.98,2.14,4.7,1.9,0.019,2860.0,2800.0,sv ppv i a
1203,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3756.7,44.9,7.63,4.68,1.37,0.04,2850.0,2730.0,"dol,intgran,ppv,sv,lv,frac"
1208,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3671.53,253.0,75.9,4.67,1.1,0.039,2850.0,2740.0,sv vf
1209,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1622.24,4.92,1.33,4.67,0.67,0.027,2830.0,2760.0,"lv,sv"
1210,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3243.99,5.89,1.77,4.65,0.11,0.02,2840.0,2780.0,"sv,frac"
1211,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3243.99,5.89,1.77,4.65,0.11,0.02,2840.0,2780.0,"sv,frac"
1212,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3243.99,5.89,1.77,4.65,0.11,0.02,2840.0,2780.0,"sv,frac"
1213,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3751.04,5.19,0.88,4.65,0.28,0.036,2860.0,2760.0,"dol,intgran,ppv,sv,frac"
1214,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3915.67,5.13,1.23,4.64,2.97,0.03,2800.0,2710.0,"dol,intgran,ppv,sv,anhy,carb"
1215,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3571.68,10.9,3.27,4.61,,0.047,2810.0,2680.0,sv f
1216,300E136110123450,PAN AMERICAN A-1 MATTSON CREEK NO.1(E-13),9/26/1961,Dnahanni,642.61,38.0,15.2,4.6,0.47,0.048,,,"rc,sl,vug,sl,intgran"
1217,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3122.98,25.0,4.5,4.6,0.47,0.007,,,"dol,calc,occ,vug,xl,rfrac"
1218,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3122.98,25.0,4.5,4.6,0.47,0.007,,,"dol,calc,occ,vug,xl,rfrac"
